company_name,activity_type,role_count,post_count,priority_score,last_updated
CrowdStrike,both,1,5,3,2025-12-03
Palo Alto Networks,both,1,3,3,2025-12-03
Hive,hiring_only,2,0,2,2025-12-03
Anomali,hiring_only,2,0,2,2025-12-03
Minted,hiring_only,2,0,2,2025-12-03
Datadog,hiring_only,2,0,2,2025-12-03
Okta,hiring_only,2,0,2,2025-12-03
Ramp,hiring_only,2,0,2,2025-12-03
Quanata,hiring_only,2,0,2,2025-12-03
Owner,hiring_only,2,0,2,2025-12-03
GoodRx,hiring_only,1,0,2,2025-12-03
Meta,hiring_only,1,0,2,2025-12-03
OpenAI,hiring_only,1,0,2,2025-12-03
PayPal,hiring_only,1,0,2,2025-12-03
Commscope,hiring_only,1,0,2,2025-12-03
Sendbird,hiring_only,1,0,2,2025-12-03
Airtable,hiring_only,1,0,2,2025-12-03
Rule4,hiring_only,1,0,2,2025-12-03
Integra Connect,hiring_only,1,0,2,2025-12-03
Veracyte,hiring_only,1,0,2,2025-12-03
ponyai,hiring_only,1,0,2,2025-12-03
xAI,hiring_only,1,0,2,2025-12-03
Thrive,hiring_only,1,0,2,2025-12-03
IT EngagementsInc,hiring_only,1,0,2,2025-12-03
Delve,hiring_only,1,0,2,2025-12-03
Q Bio,hiring_only,1,0,2,2025-12-03
360 SOC,hiring_only,1,0,2,2025-12-03
IMAGINEEER,hiring_only,1,0,2,2025-12-03
Foley,hiring_only,1,0,2,2025-12-03
Pivotal Consulting,hiring_only,1,0,2,2025-12-03
Reveleer,hiring_only,1,0,2,2025-12-03
Apollo Information Systems,hiring_only,1,0,2,2025-12-03
Quanta Manufacturing Fremont,hiring_only,1,0,2,2025-12-03
NEW CARROT FARMS,hiring_only,1,0,2,2025-12-03
Netflix,hiring_only,1,0,2,2025-12-03
Grammarly,hiring_only,1,0,2,2025-12-03
Zoom,hiring_only,1,0,2,2025-12-03
Intone Networks,hiring_only,1,0,2,2025-12-03
Inmar,hiring_only,1,0,2,2025-12-03
Gallup,hiring_only,1,0,2,2025-12-03
West Valley Staffing Group,hiring_only,1,0,2,2025-12-03
Quantaleap,hiring_only,1,0,2,2025-12-03
Meriplex,hiring_only,1,0,2,2025-12-03
Asana,hiring_only,1,0,2,2025-12-03
Data Path,hiring_only,1,0,2,2025-12-03
Crowell & Moring,hiring_only,1,0,2,2025-12-03
Robert Half,hiring_only,1,0,2,2025-12-03
Crest Security Assurance,hiring_only,1,0,2,2025-12-03
Merlin International,hiring_only,1,0,2,2025-12-03
Inversion6,hiring_only,1,0,2,2025-12-03
Noble Federal Credit Union,hiring_only,1,0,2,2025-12-03
Fortress Information Security,hiring_only,1,0,2,2025-12-03
Toshiba America,hiring_only,1,0,2,2025-12-03
Take-Two Interactive Software,hiring_only,1,0,2,2025-12-03
DATAPRISE,hiring_only,1,0,2,2025-12-03
Stratascale,hiring_only,1,0,2,2025-12-03
TikTok,hiring_only,1,0,2,2025-12-03
RKON,hiring_only,1,0,2,2025-12-03
NuHarbor Security,hiring_only,1,0,2,2025-12-03
Coalfire,hiring_only,1,0,2,2025-12-03
Integral,hiring_only,1,0,2,2025-12-03
Applied Intuition,hiring_only,1,0,2,2025-12-03
Center For Internet Security,hiring_only,1,0,2,2025-12-03
SHI International,hiring_only,1,0,2,2025-12-03
ZBeta Consulting,hiring_only,1,0,2,2025-12-03
Trimble,hiring_only,1,0,2,2025-12-03
ADRM,hiring_only,1,0,2,2025-12-03
Rubrik Security Cloud,hiring_only,1,0,2,2025-12-03
NST Cyber,hiring_only,1,0,2,2025-12-03
Google,hiring_only,1,0,2,2025-12-03
Allstate,hiring_only,1,0,2,2025-12-03
Faith Group,hiring_only,1,0,2,2025-12-03
Blackwood Associates,hiring_only,1,0,2,2025-12-03
TEECOM,hiring_only,1,0,2,2025-12-03
Bulletproof Solutions,hiring_only,1,0,2,2025-12-03
TotalCyber Consulting,hiring_only,1,0,2,2025-12-03
Pax8,hiring_only,1,0,2,2025-12-03
1X Technologies AS,hiring_only,1,0,2,2025-12-03
1Fivetech,hiring_only,1,0,2,2025-12-03
INVAR Technologies,hiring_only,1,0,2,2025-12-03
Happy Returns,hiring_only,1,0,2,2025-12-03
Assured,hiring_only,1,0,2,2025-12-03
WinCo Foods,hiring_only,1,0,2,2025-12-03
CGI Group,hiring_only,1,0,2,2025-12-03
CompTech Computer Technologies,hiring_only,1,0,2,2025-12-03
Workato,hiring_only,1,0,2,2025-12-03
Soft,hiring_only,1,0,2,2025-12-03
Ceribell,hiring_only,1,0,2,2025-12-03
Active Cyber,hiring_only,1,0,2,2025-12-03
Anvilogic,hiring_only,1,0,2,2025-12-03
Flex Consulting Group,hiring_only,1,0,2,2025-12-03
AA Cloud,hiring_only,1,0,2,2025-12-03
BlueMatrix,hiring_only,1,0,2,2025-12-03
Smile Digital Health,hiring_only,1,0,2,2025-12-03
Tyto Athene,hiring_only,1,0,2,2025-12-03
Trilagen,hiring_only,1,0,2,2025-12-03
supremesoft,hiring_only,1,0,2,2025-12-03
Contact Government Services,hiring_only,1,0,2,2025-12-03
Xponential Fitness,hiring_only,1,0,2,2025-12-03
DemandTec,hiring_only,1,0,2,2025-12-03
VaaridaTech,hiring_only,1,0,2,2025-12-03
Nerdio,hiring_only,1,0,2,2025-12-03
DoiT,hiring_only,1,0,2,2025-12-03
Egnyte,hiring_only,1,0,2,2025-12-03
BeyondTrust,hiring_only,1,0,2,2025-12-03
Dental Intelligence,hiring_only,1,0,2,2025-12-03
Tec-Tel,hiring_only,1,0,2,2025-12-03
Skylight,hiring_only,1,0,2,2025-12-03
Fortinet,hiring_only,1,0,2,2025-12-03
T-Mobile USA,hiring_only,1,0,2,2025-12-03
Pure Storage,hiring_only,1,0,2,2025-12-03
UT Southwestern,hiring_only,1,0,2,2025-12-03
Crusoe,hiring_only,1,0,2,2025-12-03
Vanguard,hiring_only,1,0,2,2025-12-03
Hewlett Packard Enterprise,hiring_only,1,0,2,2025-12-03
CoStar Group,hiring_only,1,0,2,2025-12-03
SCP Health,hiring_only,1,0,2,2025-12-03
stackArmor,hiring_only,1,0,2,2025-12-03
